user_id,gender,age_group,top_genre,subscription_plan,payment_method,auto_renewal_enabled,previous_subscription_plan,device_type,network_type,buffering_time_avg,is_churned
905,Female,36-45,HipHop,Free,Auto-Debit,No,Free,Android,5G,4.72,No
906,Male ,36-45,Rock,Free,Auto-Debit,No,Premium,Web,WiFi,0.71,No
907,Male ,46+,Rock,Family,Card,No,Free,Android,5G,3.46,No
908,Male ,18-25,Rock,Premium,Auto-Debit,No,Free,Web,WiFi,0.34,No
909,Male ,26-35,Rock,Premium,Auto-Debit,Yes,Family,Web,5G,2.02,Yes
910,Male ,18-25,EDM,Premium,Wallet,Yes,Premium,iOS,WiFi,4.21,No
911,Female,46+,EDM,Family,UPI,No,Free,Android,WiFi,2.3,No
912,Female,36-45,Rock,Free,Card,Yes,Family,Web,4G,0.17,Yes
913,Male ,46+,Classical,Premium,Card,No,Family,Android,4G,1.2,No
914,Male ,26-35,Classical,Premium,UPI,Yes,Family,iOS,5G,0.43,No
915,Male ,36-45,Classical,Free,Card,No,Free,iOS,WiFi,2.04,No
916,Male ,26-35,Classical,Premium,Wallet,No,Premium,iOS,4G,3.48,No
917,Male ,18-25,EDM,Free,Auto-Debit,No,Family,Web,5G,3.3,Yes
918,Male ,36-45,Classical,Family,Auto-Debit,No,Free,iOS,4G,3.59,No
919,Female,18-25,Classical,Premium,Wallet,No,Premium,Android,WiFi,1.92,No
920,Female,36-45,HipHop,Premium,Card,No,Premium,Android,4G,1.33,Yes
921,Female,26-35,EDM,Free,Auto-Debit,Yes,Family,Web,5G,0.28,No
922,Female,26-35,Classical,Family,UPI,Yes,Free,Android,5G,4.71,No
923,Male ,46+,Classical,Premium,Auto-Debit,Yes,Free,Web,5G,0.59,No
924,Male ,46+,Pop,Free,Wallet,No,Free,iOS,5G,0.89,No
925,Male ,36-45,Classical,Family,Auto-Debit,Yes,Free,Web,4G,0.13,No
926,Female,36-45,Classical,Free,Wallet,No,Free,Web,5G,1.59,Yes
927,Female,36-45,Rock,Premium,Card,Yes,Free,Android,5G,4.09,Yes
928,Male ,46+,Pop,Premium,UPI,No,Free,Android,4G,1.66,No
929,Male ,26-35,Pop,Premium,Wallet,Yes,Free,iOS,4G,3.33,No
930,Male ,18-25,Rock,Free,UPI,No,Free,Android,WiFi,4.83,Yes
931,Male ,18-25,Pop,Family,Card,Yes,Family,Android,5G,4.46,Yes
932,Male ,36-45,HipHop,Premium,Card,No,Premium,Android,4G,0.9,No
933,Male ,18-25,Jazz,Premium,Wallet,Yes,Family,Android,5G,1.8,No
934,Female,18-25,HipHop,Free,Auto-Debit,No,Free,Android,4G,3.76,No
935,Female,18-25,EDM,Premium,UPI,Yes,Family,iOS,4G,4.89,Yes
936,Female,46+,Jazz,Free,Auto-Debit,Yes,Free,iOS,5G,3.58,Yes
937,Female,46+,Pop,Premium,UPI,Yes,Premium,iOS,WiFi,1.26,Yes
938,Female,18-25,Pop,Family,Card,Yes,Family,iOS,5G,0.66,No
939,Male ,26-35,HipHop,Premium,Card,Yes,Free,iOS,WiFi,2.48,Yes
940,Male ,26-35,EDM,Free,Card,Yes,Premium,Android,WiFi,0.96,No
941,Male ,46+,EDM,Premium,Auto-Debit,No,Free,Web,5G,1.14,Yes
942,Male ,26-35,HipHop,Free,Card,Yes,Premium,iOS,WiFi,3.17,No
943,Male ,36-45,HipHop,Free,Auto-Debit,No,Family,Web,5G,2.57,No
944,Male ,36-45,Jazz,Free,Card,Yes,Premium,iOS,4G,0.6,No
945,Female,26-35,Rock,Family,Auto-Debit,No,Free,Web,WiFi,0.77,Yes
946,Male ,18-25,EDM,Family,Wallet,Yes,Free,Android,5G,0.1,Yes
947,Male ,26-35,EDM,Premium,Wallet,No,Premium,Android,WiFi,1.1,Yes
948,Female,18-25,Rock,Free,UPI,No,Family,Android,5G,4.44,No
949,Female,18-25,HipHop,Family,Auto-Debit,No,Free,Web,5G,3.97,No
950,Female,26-35,Rock,Free,Auto-Debit,Yes,Family,iOS,WiFi,2.07,No
951,Male ,36-45,Rock,Premium,Wallet,Yes,Premium,Android,4G,3.71,No
952,Female,18-25,Classical,Free,Wallet,Yes,Premium,Web,4G,2.03,No
953,Male ,18-25,EDM,Family,Wallet,No,Free,iOS,WiFi,3.96,Yes
954,Female,46+,HipHop,Family,UPI,Yes,Free,Android,5G,0.91,No
955,Female,26-35,Classical,Free,Wallet,No,Family,iOS,4G,0.76,No
956,Female,46+,Jazz,Free,UPI,Yes,Premium,iOS,5G,0.39,No
957,Male ,18-25,Classical,Free,UPI,No,Family,Android,WiFi,1.21,No
958,Male ,18-25,Classical,Free,Wallet,Yes,Family,Android,5G,0.73,Yes
959,Male ,46+,HipHop,Free,Wallet,Yes,Family,iOS,4G,3.99,Yes
960,Male ,26-35,Rock,Free,Wallet,Yes,Premium,Android,4G,1.2,No
961,Male ,46+,HipHop,Premium,Auto-Debit,No,Premium,Android,WiFi,2.58,Yes
962,Male ,46+,EDM,Premium,Card,No,Family,Android,WiFi,3.78,No
963,Female,18-25,Jazz,Family,Auto-Debit,Yes,Family,Web,WiFi,3.39,Yes
964,Male ,36-45,Jazz,Free,UPI,Yes,Family,Android,5G,1.02,No
965,Male ,36-45,Jazz,Premium,UPI,No,Premium,Android,4G,0.39,Yes
966,Female,36-45,EDM,Free,Card,No,Premium,iOS,WiFi,4.56,No
967,Female,26-35,Rock,Family,Card,Yes,Premium,iOS,4G,3.11,No
968,Female,46+,HipHop,Premium,Wallet,Yes,Family,Android,4G,3.53,Yes
969,Male ,26-35,Rock,Free,Auto-Debit,Yes,Premium,iOS,4G,1.93,No
970,Female,36-45,Rock,Free,Auto-Debit,No,Family,Web,4G,1.21,No
971,Male ,26-35,Rock,Free,Auto-Debit,No,Free,Android,WiFi,2.65,No
972,Female,26-35,Rock,Free,Card,Yes,Family,iOS,WiFi,0.39,No
973,Female,26-35,HipHop,Free,Auto-Debit,No,Premium,iOS,5G,4,No
974,Female,36-45,Jazz,Free,Card,Yes,Free,Android,WiFi,3.27,Yes
975,Male ,26-35,EDM,Family,Auto-Debit,Yes,Free,iOS,4G,3.81,Yes
976,Male ,26-35,Pop,Free,Card,No,Free,iOS,5G,2.85,Yes
977,Male ,36-45,Pop,Free,Auto-Debit,Yes,Free,iOS,5G,2.89,No
978,Male ,36-45,Pop,Free,UPI,Yes,Free,Android,WiFi,3,Yes
979,Male ,26-35,Jazz,Free,Card,Yes,Free,Android,WiFi,3.92,No
980,Male ,46+,Classical,Free,Wallet,No,Free,iOS,4G,1.13,No
981,Female,26-35,EDM,Premium,UPI,Yes,Free,iOS,WiFi,3.41,No
982,Male ,18-25,EDM,Premium,UPI,No,Free,iOS,5G,2.76,No
983,Male ,36-45,HipHop,Free,Card,No,Free,Android,4G,2.48,Yes
984,Female,46+,EDM,Family,Auto-Debit,Yes,Free,iOS,4G,2.7,Yes
985,Female,18-25,HipHop,Premium,Auto-Debit,No,Premium,iOS,5G,1.36,No
986,Female,18-25,Classical,Premium,Card,Yes,Premium,iOS,5G,0.19,No
987,Male ,18-25,HipHop,Free,Auto-Debit,No,Family,Web,5G,3.8,No
988,Female,46+,Pop,Premium,Auto-Debit,No,Free,Web,5G,4.58,No
989,Male ,18-25,HipHop,Free,Auto-Debit,Yes,Premium,iOS,WiFi,2.4,Yes
990,Female,36-45,HipHop,Family,Card,Yes,Free,iOS,5G,4.19,No
991,Female,46+,HipHop,Family,Card,No,Premium,Web,WiFi,2.78,No
992,Female,36-45,EDM,Free,Wallet,No,Free,iOS,5G,4.65,No
993,Male ,46+,Rock,Family,Auto-Debit,Yes,Free,iOS,5G,2.54,Yes
994,Male ,36-45,Rock,Free,Auto-Debit,Yes,Family,Android,5G,1.02,No
995,Male ,46+,Jazz,Premium,Card,No,Premium,Android,WiFi,4.35,No
996,Male ,18-25,Rock,Premium,Wallet,No,Premium,Android,5G,4,Yes
997,Male ,36-45,Jazz,Free,Card,Yes,Free,Android,WiFi,1.99,No
998,Male ,36-45,EDM,Free,Card,Yes,Premium,Android,4G,4.21,Yes
999,Female,36-45,Pop,Premium,Wallet,No,Family,Android,4G,0.05,No
1000,Male ,26-35,Rock,Free,Card,Yes,Free,Web,5G,4,No
1001,Male ,18-25,Rock,Premium,UPI,No,Free,Android,5G,3.44,Yes
1002,Female,36-45,Classical,Free,Wallet,Yes,Family,Android,5G,1.9,No
1003,Female,36-45,Jazz,Premium,Auto-Debit,No,Premium,Android,5G,3.96,No
1004,Female,46+,Jazz,Family,Auto-Debit,Yes,Free,iOS,4G,0.63,No
1005,Male ,18-25,Classical,Family,Wallet,No,Free,Web,WiFi,1.02,No
1006,Female,18-25,Pop,Premium,Auto-Debit,No,Premium,iOS,5G,2.67,No
1007,Male ,36-45,HipHop,Premium,UPI,Yes,Premium,Web,4G,4.41,No
1008,Female,26-35,HipHop,Premium,Auto-Debit,No,Family,Android,WiFi,0.65,No
1009,Female,36-45,Classical,Premium,Wallet,Yes,Free,Android,5G,2.82,Yes
1010,Female,26-35,Classical,Premium,Card,Yes,Family,Android,4G,3.77,No
1011,Male ,18-25,Pop,Family,Wallet,Yes,Premium,iOS,5G,3.72,Yes
1012,Male ,18-25,Pop,Premium,Wallet,Yes,Premium,iOS,5G,3.14,No
1013,Male ,26-35,EDM,Free,UPI,Yes,Premium,Android,4G,4.7,No
1014,Male ,18-25,HipHop,Family,Auto-Debit,No,Family,Android,5G,2.41,Yes
1015,Male ,46+,EDM,Premium,Wallet,Yes,Family,iOS,5G,4.4,No
1016,Male ,26-35,Rock,Free,Auto-Debit,Yes,Premium,Web,4G,3.1,No
1017,Female,46+,Jazz,Family,Card,Yes,Family,Web,5G,3.69,Yes
1018,Male ,36-45,Jazz,Free,Wallet,No,Free,Android,WiFi,2.32,No
1019,Male ,36-45,Pop,Premium,Wallet,Yes,Family,Android,5G,0.84,No
1020,Female,46+,HipHop,Free,Auto-Debit,Yes,Family,Android,4G,0.55,Yes
1021,Female,18-25,HipHop,Free,UPI,No,Free,Web,5G,3.41,No
1022,Female,46+,EDM,Family,UPI,Yes,Family,Web,5G,1.88,Yes
1023,Male ,18-25,Classical,Free,Auto-Debit,Yes,Family,Android,5G,2.84,No
1024,Female,46+,Classical,Free,Wallet,No,Free,Android,WiFi,3.73,No
1025,Male ,46+,Pop,Family,Card,No,Family,Android,5G,3.93,No
1026,Female,18-25,Pop,Premium,UPI,No,Family,Android,4G,2.55,No
1027,Female,46+,Pop,Free,UPI,No,Family,Android,4G,1.57,No
1028,Female,26-35,Pop,Premium,Card,Yes,Family,Android,4G,3.88,No
1029,Male ,18-25,Pop,Family,UPI,No,Free,Android,4G,2.08,No
1030,Male ,36-45,Classical,Premium,Auto-Debit,No,Free,Android,5G,4.68,No
1031,Male ,36-45,Pop,Free,Wallet,No,Family,Android,WiFi,4.12,Yes
1032,Male ,46+,Rock,Free,UPI,No,Family,iOS,4G,3.73,No
1033,Male ,36-45,Jazz,Premium,Card,Yes,Free,Android,5G,1.21,Yes
1034,Male ,26-35,Jazz,Premium,Auto-Debit,Yes,Free,iOS,WiFi,1.81,Yes
1035,Female,36-45,EDM,Free,Auto-Debit,Yes,Premium,iOS,WiFi,4.24,Yes
1036,Male ,36-45,EDM,Family,Auto-Debit,Yes,Free,iOS,4G,0.12,No
1037,Male ,18-25,Rock,Free,Auto-Debit,Yes,Family,iOS,5G,3.91,No
1038,Female,46+,Pop,Free,Wallet,Yes,Free,Android,5G,2.02,No
1039,Female,36-45,EDM,Premium,Auto-Debit,No,Family,Web,5G,4,Yes
1040,Female,46+,HipHop,Free,Auto-Debit,Yes,Free,Android,5G,2.76,No
1041,Male ,18-25,Jazz,Premium,Auto-Debit,No,Free,Android,4G,2.63,No
1042,Female,36-45,Jazz,Family,Card,Yes,Free,Android,WiFi,3.51,No
1043,Male ,36-45,HipHop,Free,Card,Yes,Family,Web,WiFi,4.03,No
1044,Female,18-25,Jazz,Family,Card,No,Free,Android,4G,3.47,No
1045,Female,18-25,Jazz,Family,Card,Yes,Free,iOS,WiFi,2.25,No
1046,Female,36-45,Jazz,Free,UPI,Yes,Premium,iOS,WiFi,1.6,No
1047,Male ,26-35,Pop,Premium,Auto-Debit,No,Premium,Web,4G,4.23,Yes
1048,Male ,46+,Pop,Premium,UPI,Yes,Free,iOS,4G,2.6,Yes
1049,Male ,46+,HipHop,Free,UPI,Yes,Free,Android,WiFi,3.92,No
1050,Male ,46+,Pop,Premium,UPI,Yes,Family,iOS,4G,4.98,Yes
1051,Male ,26-35,Rock,Premium,Wallet,No,Family,Web,5G,3.22,No
1052,Male ,46+,Pop,Family,Auto-Debit,No,Premium,iOS,5G,1.39,No
1053,Female,18-25,Jazz,Premium,Auto-Debit,Yes,Family,iOS,WiFi,4.33,No
1054,Male ,18-25,HipHop,Premium,UPI,No,Free,iOS,4G,1.37,No
1055,Male ,36-45,Classical,Free,Card,No,Premium,Android,5G,1.3,No
1056,Female,26-35,Pop,Family,Wallet,No,Family,Android,4G,0.37,No
1057,Female,26-35,EDM,Premium,UPI,Yes,Family,iOS,WiFi,0.39,No
1058,Female,36-45,Rock,Free,UPI,No,Free,Android,WiFi,4.31,No
1059,Male ,26-35,Rock,Premium,Wallet,Yes,Family,iOS,4G,1.15,No
1060,Female,46+,Rock,Family,UPI,No,Family,iOS,4G,0.54,No
1061,Male ,36-45,EDM,Family,Auto-Debit,Yes,Premium,iOS,4G,1.76,No
1062,Female,46+,EDM,Family,Card,Yes,Family,Web,5G,3.57,No
1063,Female,46+,Rock,Family,Card,No,Free,Web,WiFi,1.7,No
1064,Female,36-45,Rock,Family,Card,No,Free,Android,WiFi,1.55,No
1065,Male ,18-25,Rock,Family,Card,Yes,Free,Web,5G,2.44,No
1066,Male ,36-45,Pop,Free,UPI,Yes,Free,Android,5G,0.11,No
1067,Male ,26-35,Jazz,Family,Card,No,Free,iOS,5G,2.46,Yes
1068,Male ,46+,EDM,Premium,UPI,No,Free,Web,WiFi,4.95,Yes
1069,Male ,46+,HipHop,Premium,Auto-Debit,Yes,Free,iOS,4G,4,No
1070,Male ,26-35,Jazz,Premium,UPI,No,Free,Android,4G,0.35,Yes
1071,Female,36-45,Pop,Premium,UPI,No,Free,iOS,WiFi,3.27,Yes
1072,Male ,18-25,HipHop,Family,UPI,No,Free,Web,WiFi,2.31,Yes
1073,Male ,26-35,Pop,Family,Wallet,Yes,Premium,Android,4G,4.13,Yes
1074,Female,18-25,Pop,Free,Wallet,Yes,Free,Web,5G,0.49,Yes
1075,Female,46+,HipHop,Family,Wallet,Yes,Free,Web,5G,1.16,No
1076,Female,36-45,HipHop,Premium,Auto-Debit,Yes,Premium,Web,WiFi,3.96,No
1077,Male ,36-45,HipHop,Free,Card,No,Premium,Web,WiFi,4.25,No
1078,Female,46+,HipHop,Free,UPI,No,Premium,iOS,WiFi,2.65,No
1079,Male ,26-35,HipHop,Free,UPI,Yes,Free,Android,WiFi,0.1,Yes
1080,Female,46+,EDM,Free,Card,Yes,Free,Web,4G,4.47,No
1081,Female,26-35,Classical,Family,Wallet,Yes,Family,Web,4G,1.91,No
1082,Female,46+,Jazz,Free,Auto-Debit,No,Family,iOS,WiFi,0.2,Yes
1083,Male ,18-25,Pop,Family,UPI,Yes,Family,Web,4G,4.09,No
1084,Male ,36-45,HipHop,Free,Card,No,Premium,Android,5G,2.09,No
1085,Male ,18-25,Rock,Family,Wallet,Yes,Family,Web,5G,0.95,No
1086,Male ,26-35,Jazz,Family,Auto-Debit,No,Family,Web,WiFi,4.01,No
1087,Male ,26-35,Rock,Premium,Card,No,Premium,Web,5G,2.29,No
1088,Male ,46+,Classical,Family,Card,No,Free,Android,WiFi,3.04,Yes
1089,Male ,18-25,Classical,Free,UPI,Yes,Premium,Web,4G,4.12,No
1090,Male ,36-45,Pop,Free,Auto-Debit,Yes,Family,Android,WiFi,2.61,Yes
1091,Male ,26-35,EDM,Family,Auto-Debit,Yes,Family,Android,5G,0.55,No
1092,Male ,46+,Pop,Family,Wallet,Yes,Premium,Web,WiFi,4.82,No
1093,Male ,36-45,Jazz,Family,Wallet,Yes,Premium,iOS,4G,1.43,No
1094,Male ,46+,Rock,Family,UPI,No,Family,Web,4G,4.97,No
1095,Female,26-35,Jazz,Premium,Auto-Debit,No,Premium,iOS,WiFi,0.03,Yes
1096,Female,36-45,HipHop,Premium,Wallet,Yes,Family,Web,5G,2.42,Yes
1097,Female,46+,Classical,Premium,Auto-Debit,Yes,Family,iOS,WiFi,3.52,Yes
1098,Female,26-35,Rock,Premium,Card,No,Family,Android,WiFi,4.53,Yes
1099,Female,46+,Pop,Premium,Card,No,Free,Android,5G,3.9,No
1100,Male ,46+,EDM,Family,Card,Yes,Premium,Web,WiFi,1.28,No
1101,Male ,46+,HipHop,Premium,Auto-Debit,Yes,Premium,Web,4G,1.22,Yes
1102,Male ,36-45,EDM,Premium,UPI,Yes,Family,iOS,4G,1.78,No
1103,Male ,36-45,Pop,Family,Wallet,Yes,Free,iOS,5G,0.55,No
1104,Male ,26-35,Pop,Family,UPI,No,Premium,Android,4G,3.35,No
1105,Male ,46+,Rock,Free,UPI,Yes,Premium,iOS,4G,4.71,No
1106,Male ,36-45,HipHop,Free,UPI,No,Free,Android,5G,3.21,Yes
1107,Male ,36-45,Jazz,Free,UPI,Yes,Premium,Android,WiFi,2.67,No
1108,Male ,46+,Pop,Premium,Wallet,No,Premium,iOS,WiFi,2.52,No
1109,Male ,26-35,Rock,Family,Card,Yes,Premium,Web,5G,2.96,No
1110,Male ,18-25,Pop,Free,Card,Yes,Free,iOS,5G,3.55,Yes
1111,Male ,46+,Rock,Free,Card,No,Free,Web,WiFi,3.97,No
1112,Male ,26-35,EDM,Premium,Auto-Debit,No,Family,Android,4G,3.49,Yes
1113,Male ,18-25,Rock,Free,Auto-Debit,No,Family,Android,WiFi,3.53,Yes
1114,Male ,26-35,Jazz,Family,Wallet,No,Family,Web,4G,4.76,No
1115,Male ,18-25,EDM,Family,Wallet,Yes,Premium,Android,4G,4.5,No
1116,Female,18-25,Classical,Free,Wallet,No,Family,Android,5G,4.12,No
1117,Female,26-35,Pop,Family,Card,Yes,Family,iOS,4G,0.22,Yes
1118,Female,36-45,Classical,Free,Wallet,Yes,Family,iOS,5G,3.34,No
1119,Female,26-35,HipHop,Free,Card,Yes,Family,Android,4G,2.27,Yes
1120,Female,18-25,Classical,Family,Card,Yes,Family,iOS,WiFi,3.09,Yes
1121,Male ,46+,Rock,Family,UPI,Yes,Premium,Android,4G,3.43,No
1122,Male ,18-25,Rock,Premium,Auto-Debit,Yes,Free,Android,WiFi,3.57,No
1123,Male ,18-25,Rock,Premium,Auto-Debit,No,Premium,Web,5G,4.35,No
1124,Male ,26-35,Rock,Free,Wallet,Yes,Free,iOS,5G,4.55,No
1125,Male ,18-25,Rock,Family,UPI,Yes,Free,iOS,4G,3.03,No
1126,Male ,46+,Rock,Free,Wallet,No,Free,Android,WiFi,4.47,No
1127,Male ,36-45,HipHop,Premium,Wallet,Yes,Free,Web,4G,3.82,Yes
1128,Male ,46+,Jazz,Free,Auto-Debit,No,Free,iOS,5G,1.01,No
1129,Male ,36-45,Classical,Family,UPI,Yes,Free,iOS,WiFi,0.18,No
1130,Male ,46+,Rock,Family,Wallet,Yes,Free,Android,5G,0.05,Yes
1131,Male ,36-45,Jazz,Premium,Wallet,No,Free,iOS,5G,2.93,No
1132,Male ,26-35,HipHop,Free,Wallet,No,Free,iOS,4G,2.61,No
1133,Male ,36-45,Pop,Free,Card,Yes,Family,Android,4G,3.48,Yes
1134,Male ,26-35,Jazz,Family,Auto-Debit,No,Free,Web,4G,4.21,Yes
1135,Male ,46+,EDM,Premium,Card,Yes,Family,iOS,4G,0.82,No
1136,Male ,18-25,Rock,Family,Wallet,No,Free,Android,5G,4.28,Yes
1137,Female,26-35,Rock,Family,UPI,No,Premium,Android,5G,0.49,No
1138,Female,36-45,Rock,Premium,Card,Yes,Premium,Web,WiFi,4.42,No
1139,Female,26-35,Rock,Family,Card,No,Family,Web,4G,4.25,No
1140,Female,26-35,EDM,Free,Wallet,Yes,Premium,Android,WiFi,3.48,No
1141,Female,26-35,EDM,Free,Card,Yes,Family,Android,4G,1.5,No
1142,Male ,26-35,Jazz,Free,UPI,No,Family,Android,WiFi,0.47,No
1143,Male ,18-25,Jazz,Family,UPI,No,Family,iOS,WiFi,3.89,No
1144,Male ,26-35,Pop,Premium,Auto-Debit,Yes,Free,iOS,4G,1.09,No
1145,Male ,46+,Rock,Premium,Auto-Debit,No,Free,iOS,4G,2.2,Yes
1146,Male ,26-35,HipHop,Premium,UPI,Yes,Family,iOS,5G,2.65,No
1147,Male ,26-35,Classical,Premium,UPI,No,Premium,Web,5G,3.43,No
1148,Male ,18-25,Rock,Premium,Card,No,Premium,iOS,4G,2.44,No
1149,Male ,46+,Jazz,Family,Auto-Debit,No,Premium,Android,4G,3.47,No
1150,Male ,18-25,EDM,Premium,Card,No,Free,iOS,4G,4.07,No
1151,Male ,18-25,Pop,Free,UPI,No,Free,Web,4G,3.57,No
1152,Male ,46+,Rock,Family,Auto-Debit,Yes,Free,Android,WiFi,1.5,No
1153,Male ,46+,Pop,Free,Card,Yes,Premium,iOS,WiFi,4.47,No
1154,Male ,26-35,HipHop,Premium,Auto-Debit,No,Premium,iOS,WiFi,2.75,No
1155,Male ,46+,HipHop,Premium,Wallet,Yes,Premium,Android,WiFi,2.33,No
1156,Male ,26-35,HipHop,Free,Wallet,Yes,Premium,Android,5G,2.88,No
1157,Male ,18-25,HipHop,Free,Wallet,Yes,Free,Android,4G,2.42,Yes
1158,Female,26-35,Classical,Family,Wallet,Yes,Family,Web,WiFi,3.78,No
1159,Female,26-35,Pop,Premium,Wallet,Yes,Premium,Web,WiFi,2.1,No
1160,Female,46+,Rock,Family,Auto-Debit,No,Premium,Web,4G,3.88,Yes
1161,Female,18-25,Classical,Premium,UPI,No,Free,Android,WiFi,3.8,No
1162,Female,46+,Rock,Free,Card,No,Free,iOS,WiFi,1.38,Yes
1163,Male ,18-25,Rock,Premium,UPI,Yes,Premium,Android,5G,0.48,No
1164,Male ,36-45,Rock,Family,UPI,Yes,Family,iOS,WiFi,4.25,No
1165,Male ,18-25,Rock,Family,UPI,No,Free,iOS,4G,0.84,Yes
1166,Male ,18-25,Rock,Free,Card,No,Free,Android,WiFi,0.16,No
1167,Male ,18-25,Rock,Free,Wallet,Yes,Free,Web,5G,2.01,No
1168,Male ,18-25,Jazz,Family,Auto-Debit,Yes,Free,Android,5G,1.27,No
1169,Male ,26-35,Jazz,Free,Auto-Debit,Yes,Premium,iOS,4G,1.1,Yes
1170,Male ,46+,EDM,Free,UPI,Yes,Premium,Android,5G,0.86,Yes
1171,Male ,18-25,Jazz,Premium,Auto-Debit,Yes,Premium,Android,WiFi,3.75,No
1172,Male ,26-35,Classical,Family,Card,Yes,Family,iOS,4G,3.92,No
1173,Male ,46+,Jazz,Premium,UPI,No,Free,Android,WiFi,0.23,No
1174,Male ,26-35,Pop,Family,Card,No,Free,Android,4G,2.73,Yes
1175,Male ,18-25,Jazz,Premium,UPI,No,Free,Android,5G,0.68,No
1176,Male ,46+,HipHop,Family,Wallet,No,Premium,Android,5G,2.5,No
1177,Male ,18-25,Jazz,Family,Auto-Debit,Yes,Free,iOS,WiFi,1.74,No
1178,Male ,36-45,Rock,Family,Auto-Debit,Yes,Premium,Android,5G,1.01,Yes
1179,Female,26-35,EDM,Free,Card,No,Premium,Android,WiFi,4.74,No
1180,Female,18-25,HipHop,Family,Auto-Debit,Yes,Family,Web,5G,4.78,No
1181,Female,46+,Classical,Free,UPI,No,Free,iOS,5G,2.82,No
1182,Female,46+,Pop,Free,Wallet,No,Premium,iOS,WiFi,0.94,No
1183,Female,26-35,Jazz,Family,Auto-Debit,No,Free,iOS,5G,2.92,No
1184,Male ,36-45,Jazz,Family,Wallet,No,Free,iOS,4G,4.64,No
1185,Male ,18-25,Classical,Free,Card,No,Free,iOS,5G,1.89,Yes
1186,Male ,46+,EDM,Free,Wallet,Yes,Free,iOS,4G,0.69,No
1187,Male ,36-45,Classical,Free,Auto-Debit,Yes,Free,iOS,4G,3.47,No
1188,Male ,46+,Pop,Family,Auto-Debit,No,Free,Web,4G,3.28,Yes
1189,Male ,26-35,Jazz,Family,Card,No,Free,iOS,4G,0.01,No
1190,Male ,46+,Classical,Family,Card,Yes,Free,iOS,4G,4.27,No
1191,Male ,36-45,Classical,Premium,Wallet,No,Premium,iOS,5G,3.3,Yes
1192,Male ,46+,Jazz,Free,Wallet,Yes,Free,iOS,5G,0.98,No
1193,Male ,36-45,Classical,Free,Card,Yes,Free,iOS,WiFi,0.02,No
1194,Male ,26-35,Jazz,Premium,Auto-Debit,No,Free,Android,WiFi,4.86,No
1195,Male ,26-35,Classical,Free,Wallet,Yes,Family,Android,WiFi,3.77,Yes
1196,Male ,26-35,Pop,Free,Card,No,Premium,Web,WiFi,1.83,No
1197,Male ,46+,Rock,Free,Wallet,Yes,Family,Web,4G,2.16,No
1198,Male ,26-35,HipHop,Premium,Card,Yes,Free,Web,5G,2.69,No
1199,Male ,26-35,EDM,Premium,Auto-Debit,No,Free,Android,4G,3.59,No
1200,Female,26-35,Rock,Free,Wallet,Yes,Family,Android,WiFi,0.86,Yes
1201,Female,36-45,Pop,Family,Wallet,No,Premium,Web,4G,0.98,No
1202,Female,26-35,EDM,Free,UPI,No,Free,Android,WiFi,0.24,Yes
1203,Female,46+,EDM,Free,UPI,No,Family,Android,WiFi,4.93,Yes
1204,Female,46+,Jazz,Family,Auto-Debit,No,Family,Android,WiFi,4.38,No
1205,Male ,26-35,Jazz,Free,Card,No,Premium,iOS,WiFi,2.76,No
1206,Male ,46+,Classical,Free,UPI,Yes,Family,Web,5G,2.15,No
1207,Male ,26-35,HipHop,Premium,UPI,Yes,Family,Android,WiFi,1.19,No
1208,Male ,26-35,Jazz,Free,Auto-Debit,Yes,Family,Android,5G,2.97,No
1209,Male ,46+,HipHop,Family,Card,No,Free,iOS,5G,3.45,Yes
1210,Male ,18-25,Pop,Premium,Auto-Debit,Yes,Free,iOS,WiFi,3.45,No
1211,Male ,46+,Jazz,Premium,Wallet,Yes,Premium,iOS,5G,0.03,No
1212,Male ,36-45,Rock,Family,Wallet,No,Family,iOS,WiFi,3.51,No
1213,Male ,36-45,Classical,Family,Card,No,Family,iOS,WiFi,4.33,Yes
1214,Male ,18-25,HipHop,Premium,UPI,No,Free,iOS,WiFi,0.57,No
1215,Male ,36-45,Classical,Free,Auto-Debit,No,Free,iOS,WiFi,3.78,No
1216,Male ,46+,Rock,Free,Auto-Debit,Yes,Free,Web,5G,4.12,Yes
1217,Male ,46+,Rock,Premium,Wallet,Yes,Premium,iOS,4G,1.38,Yes
1218,Male ,36-45,Rock,Free,Auto-Debit,Yes,Free,Android,4G,3.56,No
1219,Male ,26-35,Rock,Premium,UPI,Yes,Family,Android,WiFi,0.48,No
1220,Male ,36-45,Rock,Family,Card,Yes,Family,Android,WiFi,3.25,Yes
1221,Female,18-25,Rock,Free,Auto-Debit,No,Family,Android,WiFi,2.55,No
1222,Female,36-45,Rock,Free,UPI,Yes,Premium,iOS,4G,4.25,Yes
1223,Female,18-25,Jazz,Premium,Card,No,Family,Web,4G,2.26,No
1224,Female,18-25,HipHop,Premium,Auto-Debit,Yes,Family,Web,WiFi,2.14,No
1225,Female,46+,HipHop,Free,Auto-Debit,No,Family,iOS,5G,4.67,No
1226,Male ,36-45,Pop,Free,Card,Yes,Free,Web,5G,4.67,No
1227,Male ,26-35,Jazz,Free,Auto-Debit,Yes,Family,iOS,4G,0.18,No
1228,Male ,18-25,HipHop,Family,Auto-Debit,No,Free,Android,5G,2.43,Yes
1229,Male ,36-45,HipHop,Free,Auto-Debit,No,Free,iOS,5G,0.8,No
